station_id,station_latitude,station_longitude,"(34.6951242, 135.1978525)","(35.6580681, 139.7515992)","(33.5892157, 130.3928134)","(35.6465721, 139.6532473)","(34.7053617, 135.5100252)","(35.6617773, 139.7040506)","(35.6995657, 139.6364379)","(34.3862445, 132.4550176)","(35.6721142, 139.7708253)","(35.6938401, 139.7035494)","(35.6414629, 139.6981712)","(34.7594526, 135.51686)","(35.7140142, 139.4078431)","(33.5913576, 130.4148783)","(34.7108955, 137.7259397)","(43.0554601, 141.3409556)","(35.6749184, 139.736775)","(35.6706505, 139.7718614)","(34.7569503, 134.8411775)","(35.6940027, 139.7535951)","(34.6812614, 135.5098009)","(35.602201, 139.6976891)","(34.7375965, 135.3415643)","(35.629564, 139.6849922)","(43.7706355, 142.364819)","(35.7756644, 139.8044788)","(34.6762311, 135.4860587)","(33.3192865, 130.5083735)","(38.2690761, 140.8704029)","(35.546631, 139.4386186)","(35.7177841, 139.56626)","(35.7356234, 139.6516577)","(33.8808817, 130.8734191)","(35.7261178, 139.7166049)","(35.6092261, 139.7301861)","(34.7012792, 135.5280905)","(35.7379419, 139.7310979)","(35.662665, 139.6682677)","(43.0908503, 141.3408314)","(33.5902074, 130.3976602)","(33.5808273, 130.3507639)","(43.0364075, 141.4747892)","(44.0206319, 144.2733983)","(34.7202277, 135.265455)","(35.6427447, 139.6413873)","(43.0744699, 141.3008887)","(35.6728535, 139.8174097)","(35.7511648, 139.7092437)","(33.5756863, 130.3699764)","(35.0955842, 138.8634925)","(34.638969, 135.5184958)","(33.5819411, 130.3484363)","(35.6092076, 139.6693609)","(35.712607, 139.7799956)","(33.5573203, 130.195555)","(35.704686, 139.5754071)","(42.9941431, 143.1979595)","(35.7528042, 139.7334805)","(34.6923371, 135.4722289)","(33.5615691, 130.4264283)","(35.6994733, 139.5029916)","(34.4858993, 133.3623127)","(35.7262319, 139.7232404)","(35.6921398, 139.6854735)","(35.7080677, 139.752167)","(34.5732536, 135.4831008)","(35.6021252, 139.6719581)","(33.8810679, 130.881838)","(35.7248234, 139.7159634)","(33.5869938, 130.3948938)","(35.7043442, 139.7914285)","(34.7997673, 135.3600729)","(35.6692904, 139.7070557)","(37.3718999, 138.5589836)","(34.7337339, 135.4063757)","(35.6712704, 139.7969871)","(37.9163674, 139.0363265)","(35.5612568, 139.7160511)","(37.8742227, 138.9719402)","(33.8664649, 130.7649232)","(35.7268018, 139.7581383)","(35.6689735, 139.4776614)","(34.9751398, 138.3832429)","(37.4462652, 138.8512772)","(35.7435748, 139.8471797)","(35.7118769, 139.7966971)","(34.6793301, 135.6010123)","(35.6995366, 139.8265727)","(35.7066569, 139.8684267)","(35.6429619, 139.6700376)","(35.7253002, 139.6961875)","(34.6882414, 135.1872537)","(34.815149, 134.6853528)","(35.6265683, 139.7258581)","(34.3889694, 132.4630947)","(33.5858162, 130.3986935)","(34.6647437, 135.5034436)","(35.6956944, 139.7593864)","(35.6593968, 139.6964402)","(35.7073985, 139.6638354)","(35.7322863, 139.710247)","(35.7081457, 139.666288)","(34.7660929, 135.6280998)","(35.6641222, 139.729426)","(43.0568187, 141.3539573)","(33.2119674, 130.5579082)","(34.6876966, 135.4954131)","(35.6532174, 139.7110363)"
hokkaido_nemuro__rausu-kana__louth,44.0233333333,145.186666667,1344.61895844,1038.19227815,1725.08239138,1043.12176933,1326.7821872,1039.63832447,1038.45966311,1530.85141298,1036.04615557,1036.43691199,1041.90547856,1321.55716781,1046.05737706,1723.50063741,1216.27414784,328.862592369,1037.06318297,1036.15409592,1358.89912442,1034.50074505,1328.96119706,1045.87162299,1332.99662212,1043.60712696,228.441215154,1024.34367194,1330.68767085,1739.61620093,734.362637464,1061.51060689,1039.3819752,1034.25551288,1670.9643207,1032.69332885,1043.92452983,1326.17975036,1030.94806297,1040.92669561,327.522254311,1724.69293687,1728.44502581,319.427296023,73.2229693458,1338.69042738,1043.96426324,331.199238017,1034.2049694,1030.46396453,1727.6302252,1129.54159776,1332.30312947,1728.50435339,1046.25306333,1031.62129501,1740.27715058,1040.3316846,197.314972285,1029.36417136,1329.98377396,1725.16346684,1043.70809082,1467.68794867,1032.42631469,1037.30440571,1033.14101871,1340.11949831,1046.86506526,1670.41394008,1032.84799013,1725.12826726,1032.01748039,1326.44325922,1038.76801025,926.320711088,1329.82624958,1035.13752192,852.656839312,1049.29292987,859.751094325,1679.03451206,1031.02903262,1047.75455317,1161.59344461,904.823409746,1025.95044431,1031.0587109,1324.2575612,1031.16858896,1028.87170637,1042.83645637,1033.56324709,1345.81130609,1362.5873305,1042.34401189,1530.13045226,1724.98031803,1330.7881386,1034.10931584,1040.16984046,1036.61081216,1032.31934827,1036.44083314,1314.99103729,1038.4300114,327.817275419,1745.27841741,1329.15467541,1040.23063904
hokkaido_nemuro__shibetsu-kana__sibbec,43.6616666667,145.131666667,1312.43330075,1000.84646306,1697.52032548,1005.89090462,1294.18620824,1002.3547618,1001.28990024,1501.87175456,998.686502344,999.177674817,1004.61438823,1289.01770894,1009.19446437,1695.91567493,1180.73517222,314.557729938,999.748175946,998.792091776,1327.27585576,997.178585184,1296.3364255,1008.55256405,1300.6687175,1006.32383178,223.29156794,987.01739044,1298.08893386,1711.56293553,697.836986066,1024.47588376,1002.31617938,997.093757032,1643.23227648,995.441607317,1006.57015236,1293.55436362,993.686783347,1003.68884549,313.662398375,1697.12654544,1700.92073702,304.492571424,79.7161910523,1306.44433988,1006.7455084,317.242250193,996.787859045,993.240415062,1700.07659793,1092.88227726,1299.61592827,1700.98428087,1008.97443142,994.279575547,1712.901737,1003.2439525,173.479349461,992.110983679,1297.42321095,1697.52496532,1006.70965759,1437.67539095,995.166263259,1000.06676283,995.830970061,1307.4018267,1009.5780188,1642.67208382,995.596115315,1697.56077746,994.655409434,1294.16751287,1001.48619859,892.720259636,1297.40551352,997.744657756,819.09218808,1011.92177643,826.235215048,1651.41204908,993.72525517,1010.76483937,1125.44319561,870.81849433,988.546954271,993.69550761,1291.50717507,993.75915698,991.415321665,1005.58177823,996.336845776,1313.63143641,1331.25247159,1005.00750554,1501.14433,1697.40680355,1298.15209085,996.781121308,1002.89408984,999.412082266,995.080318206,999.239546341,1282.3081948,1001.11632895,313.492848176,1717.02988199,1296.55712484,1002.93203083
hokkaido_nemuro__thick-bed-kana__atco,43.2216666667,145.226666667,1283.24890476,962.432328987,1675.41700668,967.712390328,1264.32625562,964.069422254,963.241386126,1477.71344173,960.245026582,960.945373852,966.311660833,1259.25719269,971.766827523,1673.77852139,1145.74805579,316.641839628,961.399255198,960.345611722,1299.01359666,958.816680578,1266.42615801,970.188570037,1271.25516387,968.036049234,239.357939005,948.654689112,1268.2213344,1688.70294876,661.471894376,986.687010063,964.48083636,959.065053932,1620.90309939,957.227809426,968.133823754,1263.64518449,955.454471074,965.497517129,316.356062853,1675.0168887,1678.87277648,305.95779552,117.472122056,1277.16346024,968.591447137,319.73092434,958.227188204,955.086830054,1677.98459815,1055.79978349,1269.59752824,1678.94268129,970.694363326,955.878987904,1691.07246065,965.362862417,167.051941483,953.896725331,1267.62059052,1675.3055119,969.008654109,1411.93693147,956.935359515,961.878639156,957.495384291,1277.3259682,971.27998617,1620.32830218,957.381879221,1675.44919866,956.211919327,1264.84650695,963.205164914,861.555313858,1267.83852352,959.23423638,788.112651326,973.446379141,795.329583245,1629.24463419,955.404373418,973.078427561,1089.33434602,838.964951904,950.021165506,955.250374482,1261.38782867,955.216915189,952.775903302,967.354068826,958.174931948,1284.45579476,1303.46111158,966.609716697,1476.97645141,1675.28616538,1268.22137069,958.406910045,964.624603263,961.305126444,956.893167775,961.127430816,1252.3104447,962.769136538,315.573873424,1693.86768847,1266.69270006,964.614907626
hokkaido_nemuro__yubukuni-kana__itokushibetsu,43.7216666667,144.988333333,1309.27076781,1001.12499223,1692.19363796,1006.06954418,1291.24614855,1002.57895987,1001.41603754,1497.14976651,998.977157532,999.380730697,1004.84516106,1286.04631858,1009.06424884,1690.59849158,1179.60970455,304.628667199,999.999728148,999.084815511,1323.81737469,997.436352886,1293.41234961,1008.8077685,1297.58239586,1006.54785069,211.378357146,987.278629604,1295.15055788,1706.4441976,697.42607326,1024.48816502,1002.35417842,997.212992941,1637.97476642,995.638107305,1006.85626847,1290.63051201,993.891531128,1003.87347858,303.624071414,1691.80164926,1695.57841884,294.706659336,66.3757756172,1303.31405387,1006.91373086,307.231902968,997.129234625,993.412569163,1694.74648319,1092.58944515,1296.72655494,1695.64020814,1009.19443577,994.554429754,1707.49803573,1003.30045702,166.121878877,992.308704653,1294.46377786,1692.23024487,1006.69131189,1433.42539694,995.369968127,1000.25116568,996.078143032,1304.52969308,1009.80534104,1637.41868271,995.792750056,1692.23635607,994.948140801,1291.05269719,1001.70886365,890.333152447,1294.36950385,998.064575676,816.677822382,1012.22271052,823.792516717,1646.1088548,993.966930858,1010.73930171,1124.75852487,868.674446737,988.876162434,993.989223125,1288.65260392,994.093689577,991.791589827,1005.78097745,996.511501669,1310.46584821,1327.64600192,1005.27792692,1496.42520345,1692.08489258,1295.23432311,997.044161405,1003.1115112,999.562991738,995.265847047,999.392647503,1279.41568502,1001.36674258,303.567215849,1711.99515016,1293.6180308,1003.16932483
hokkaido_oshima--watashima__1000-thousand-kana__sengen,41.5583333333,140.271666667,881.786235628,656.538633801,1240.87300112,658.455173229,867.34192523,656.426141605,652.715776598,1050.44111959,654.870233178,652.88132437,658.712749489,861.725968976,653.104743502,1239.33406492,792.043881298,188.220405834,654.763514454,655.026315412,891.9956921,652.548372201,869.727673983,663.060625208,871.366680525,660.117142442,299.715466518,643.213533748,871.220983746,1256.37778483,368.783571056,671.270907142,651.247495188,648.61705294,1187.12273733,649.224153305,662.07597003,866.986333352,647.822943876,656.569404652,191.686748103,1240.4916705,1244.16543773,191.826679315,426.548006639,876.374289841,658.963578085,188.573890051,654.531278841,646.500301679,1243.40365987,727.842786249,873.539016957,1244.21724766,662.475730022,650.333758856,1255.73436089,652.620543747,289.294239593,646.162900808,870.217609645,1241.09444141,653.810468039,991.375474554,649.168888931,653.190297266,650.999864497,881.508169937,663.241443557,1186.59230825,649.371553253,1240.9286505,651.184196892,864.490275186,655.575090307,487.574453788,868.952615429,654.816241045,417.987675823,667.473901638,423.938711945,1194.9743088,648.889952631,657.406047887,749.142732578,472.585381847,646.544962883,650.320748791,866.122021145,651.527881118,650.532803744,658.736826768,649.449009174,882.922835112,893.815923959,660.183313055,1049.74265367,1240.79174035,871.62362874,652.326494128,656.739682992,651.652002129,648.58285536,651.552082497,856.414741535,656.004248068,188.857359766,1262.47986092,869.697474342,657.328038235
hokkaido_oshima--watashima__hakodate-kana__hakodate,41.8166666667,140.753333333,927.572200055,689.180346165,1289.87436163,691.574183932,912.607933527,689.305247098,685.951287254,1098.88425005,687.424273404,685.782386977,691.608516153,907.041956764,687.453737503,1288.32940687,831.904403582,145.853657135,687.488542817,687.574369372,938.393216113,685.20079517,914.966485318,695.935160089,916.962012257,693.070318185,253.953193485,675.656045118,916.49633958,1305.24642104,394.035118648,705.345629081,684.838325608,681.801239047,1236.06935186,682.080033196,694.795363633,912.215328855,680.613610693,689.625052069,149.56093084,1289.49188393,1293.17670475,147.926753072,377.493997541,922.077391414,692.138008981,146.800715932,686.852696441,679.40826332,1292.40754666,764.034958038,918.713930373,1293.22955787,695.49274878,682.864668399,1304.7826557,686.157687593,240.001258782,678.95056931,915.535819523,1290.07639821,687.694010601,1039.21200603,681.991754643,686.179694779,683.667557158,926.671862896,696.24145268,1235.53609657,682.229842214,1289.92866176,683.653093932,910.124606314,688.443905395,528.207251989,914.432887218,687.239149887,457.268988162,700.23475698,463.496317491,1243.95200705,681.538625284,691.38810306,787.061744348,511.935247207,678.753037177,682.767316316,911.193338262,683.817296082,682.614049721,691.771474261,682.405974649,928.718381341,940.490763855,692.93406138,1098.18241642,1289.79021577,916.854922107,684.950986288,689.654844409,684.757812941,681.474185699,684.646271825,901.53692802,688.75937461,146.353613636,1311.28871566,914.969297508,690.167552936
hokkaido_oshima--watashima__hokuto-kana__hokuto,41.8866666667,140.653333333,929.573881006,695.858981235,1288.90210774,698.136716251,914.907657927,695.926141124,692.483406328,1098.7602166,694.123608664,692.396927801,698.225968457,909.313526536,693.702879648,1287.36930695,836.528013294,141.611157259,694.146496257,694.275190624,940.012995437,691.875723134,917.281417155,702.558989516,919.075210941,699.674100349,251.751913904,682.378863866,918.791105853,1304.51879647,402.109551269,711.670607224,691.281207712,688.344930329,1235.20444353,688.704583272,701.456703586,914.535519032,687.253655816,696.202687395,145.214006897,1288.52195724,1292.18417087,144.484178895,378.701508477,924.127884793,698.686982098,142.281222978,693.607715886,686.019316026,1291.43011868,769.799934939,921.064283282,1292.23487501,702.081501386,689.5682955,1303.71120399,692.614458901,242.815508723,685.59087059,917.80665267,1289.1428209,694.06337297,1039.72533552,688.624340364,692.772679502,690.338352788,929.028846946,702.83459243,1234.67645965,688.853846026,1288.9591348,690.37186957,912.214759258,695.067077218,532.488179753,916.612142614,693.969980715,461.986442979,706.887486755,468.124814395,1243.02767876,688.213425735,697.73324044,792.317113091,516.654964989,685.532757147,689.491205065,913.599686333,690.579096759,689.42495132,698.354872961,689.005865285,930.714403765,941.923705382,699.587268252,1098.06245878,1288.82378965,919.174123011,691.632605906,696.267008739,691.321721533,688.089896223,691.213018685,903.915035117,695.41036331,142.179157822,1310.65918477,917.265935258,696.798361552
hokkaido_oshima--watashima__intelciata-kana__siriuchi,41.5983333333,140.375,890.12710006,661.645457154,1250.24213997,663.671344342,875.540283069,661.587025435,657.957079197,1059.5889234,659.95665686,658.046277082,663.878033648,869.937576105,658.601902217,1248.70043458,798.865632501,180.376520248,659.888838189,660.111419049,900.50789805,657.656564949,877.918801195,668.222199419,879.654753661,665.295887511,291.229536955,648.271387305,879.422052595,1265.68894505,372.074159761,676.709312165,656.569791716,653.845534962,1196.46708521,654.377818972,667.20194079,875.174679348,652.961358199,661.770613024,183.898436728,1249.86028019,1253.53917004,183.671997037,417.143781636,884.692125137,664.192543173,180.851140453,659.564727403,651.66511323,1252.77397006,733.783567169,881.713100659,1253.5914655,667.669652459,655.413691157,1265.12566591,657.930886088,279.676378389,651.300179227,878.430222199,1250.45471835,659.20062568,1000.31948556,654.315010104,658.375490419,656.111116567,889.679614441,668.431681408,1195.93541098,654.525808182,1250.29716818,656.250254278,872.788723145,660.733402663,494.530387545,877.209172812,659.872828559,424.582990182,672.610711249,430.605033969,1204.33253892,653.996299751,662.819758743,755.493435097,479.218558392,651.550468558,655.381492121,874.267890745,656.55324006,655.510640323,663.933805674,654.625801322,891.266387866,902.407520488,665.315929658,1058.88925463,1250.15955143,879.812817826,657.428267317,661.908873037,656.863374962,653.744435375,656.760773521,864.573789417,661.13675933,180.986717114,1271.76650837,877.897516071,662.480132593
hokkaido_oshima--watashima__kawa-kawa-kana__kakkumi,41.905,140.97,945.71956447,701.49293684,1309.84692563,704.089503225,930.499019044,701.71959374,698.521772625,1118.46988199,699.70090178,698.209409838,704.027907705,924.958715239,700.502270446,1308.29711904,847.289974298,131.385298155,699.838446501,699.848290433,956.849932977,697.521694461,932.843732425,708.341508947,935.01568528,705.5130364,236.543673533,687.896122632,934.391345808,1325.11600046,403.809055424,718.260624845,697.562570931,694.353495735,1255.99929465,694.491123582,707.136125719,930.088231488,692.998113086,702.114916627,135.208352551,1309.46352251,1313.15730044,132.35718907,357.552007112,940.184073906,704.676637704,132.725314255,699.030158536,691.844209551,1312.38212848,777.827560281,936.55901897,1313.21100756,707.960711586,695.135681601,1324.79396005,698.857652318,219.600576163,691.335362311,933.452165568,1310.03333207,700.541695915,1058.43619795,694.388766696,698.644267903,695.996445882,944.510004511,708.701434498,1255.46385474,694.641825415,1309.90013022,695.896783394,928.198871124,700.854627238,544.128338822,932.429724865,699.45973809,472.689402301,712.588411393,479.026044681,1263.90624724,693.861372365,704.274997262,801.6012561,527.315984923,690.889743442,695.002280982,928.988884846,695.983938724,694.692726629,704.250367512,694.860130175,946.870381318,959.091024401,705.289981706,1117.76593755,1309.76044154,934.728124072,697.260143673,702.084349858,697.273681827,693.901052561,697.157253118,919.359255735,701.121013487,131.784013071,1331.11446532,932.862831116,702.564112091
hokkaido_oshima--watashima__kikko-inside-kana__kikonai,41.6866666667,140.445,901.536222294,671.939179504,1261.14895548,674.028955135,886.953607634,671.912566236,668.329628981,1070.7217599,670.238420681,668.374456797,674.205985731,881.350882813,669.118443261,1259.61094145,809.991388178,169.006570047,670.193611476,670.392387887,911.898954931,667.951393028,889.332104213,678.547669721,891.06648792,675.631607144,279.829152494,658.537054477,890.835379543,1276.66751684,381.204005676,687.192278007,666.988813161,664.210972871,1207.40599223,664.69965792,677.506562503,886.587968612,663.274350317,672.119670677,172.53883136,1260.76780337,1264.43979808,172.26281916,406.293078409,896.102544988,674.557527194,169.505886924,669.8149405,661.993680164,1263.67921378,744.528369975,893.12626695,1264.49143511,678.014054511,665.691943725,1276.00186207,668.343014275,269.348305853,661.612628296,889.84352521,1261.37324301,669.657773663,1011.57935749,664.632428135,668.715467662,666.407867937,901.092747191,678.773883719,1206.87587134,664.847981583,1261.20481384,666.520192151,884.200039409,671.057498975,505.711587478,888.621864651,670.136847799,435.637306562,682.921330939,441.686308107,1215.25376625,664.290311748,673.289846912,766.429840226,490.283921201,661.784534107,665.648330963,885.680575187,666.798837108,665.727709642,674.280249931,664.961150591,902.675342773,913.784645108,675.62460263,1070.02302218,1261.06813984,891.226111227,667.719315956,672.239251543,667.218686396,664.070957216,667.114536098,875.986742648,671.445674297,169.611905704,1282.77230461,889.310842459,672.800457081
hokkaido_oshima--watashima__kotanishi-kana__kotanishi____2004-09-21,41.5433333333,140.43,887.442136856,655.972641032,1249.57769101,658.067062095,872.656398588,655.94798055,652.369268733,1058.34472702,654.271330938,652.410072635,658.241572206,867.072114312,653.181945858,1248.02761967,794.470017562,183.994761888,654.227674198,654.425264577,898.078878273,651.984916548,875.024941779,662.583065295,876.895050207,659.667788603,293.892191646,642.569382207,876.541643461,1264.85502248,365.493884772,671.248528033,651.034277015,648.24988154,1195.73003548,648.734823152,661.540604357,872.27719894,647.308926005,656.156989753,187.57809385,1249.19423199,1252.88865972,186.893587481,417.819167989,881.974404219,658.596359654,184.610521233,653.84684876,646.029338854,1252.11302389,728.671239798,878.795940799,1252.94244175,662.050950209,649.724715064,1264.52946087,652.387501768,279.47197871,645.647172527,875.56565104,1249.76349252,653.709301059,998.639947998,648.667290657,652.75201171,650.441493519,886.758448176,662.810590128,1195.19472954,648.883169984,1249.63082951,650.552653298,870.044086404,655.092810983,490.290680601,874.405401087,654.169113601,420.033027791,666.955722233,426.115384224,1203.63637832,648.32379917,657.343696765,750.69719775,474.690278474,645.816183067,649.680689459,871.313262598,650.83065502,649.759259201,658.317332063,648.997326948,888.585241703,900.104230294,659.658887331,1057.64227318,1249.49107031,876.916218229,651.752651272,656.275024491,651.256593248,648.106459707,651.152298086,861.637371489,655.479980946,184.572097667,1270.86484713,875.01579261,656.835500859
hokkaido_oshima--watashima__kumagai-kana__kumaiishi,42.1283333333,139.985,924.601420189,718.572576694,1267.47843325,720.137288726,911.61283044,718.288918236,714.32184092,1082.01877252,716.969672054,714.734809998,720.559056406,905.878623639,713.832216861,1266.00990599,846.582203033,151.63178322,716.741030046,717.129708392,932.927885971,714.582108991,914.06409559,724.91432039,914.742469066,721.918755247,266.445043099,705.413423437,915.458529198,1284.33474773,435.09922169,732.185675736,712.585423381,710.26963366,1214.40184454,711.117562815,724.043960122,911.354580314,709.766307257,718.30217677,154.298875528,1267.11069463,1270.65241703,158.526857833,407.563322589,919.437429681,720.603347983,150.688296579,716.794615603,708.361046635,1269.97678365,786.759161165,918.032340721,1270.69203697,724.225885337,712.458020921,1281.76110807,713.997200414,280.804049362,708.111625659,914.344764833,1267.91741659,714.913618236,1026.46136387,711.086366798,714.978443523,713.025597455,926.012541998,725.002722599,1213.90171535,711.262928175,1267.54938441,713.350598466,907.773847605,717.446976204,542.039230982,912.649169182,717.00822447,474.626495301,729.402097616,480.199074033,1221.90890259,710.933269897,718.423262066,806.192846415,528.830632363,708.901261868,712.504444003,910.897010012,713.818907153,712.968496974,720.481008623,711.26818926,925.707955762,933.819049303,722.132190725,1081.34362329,1267.43012054,915.975295082,714.380584718,718.575530204,713.357049251,710.45169555,713.265953673,901.082748129,717.957751898,152.517806554,1290.97432573,913.947755514,719.217942735
hokkaido_oshima--watashima__matsumae-kana__matsumae,41.4233333333,140.086666667,860.916023756,640.64923966,1219.35546837,642.369823658,846.632160808,640.440116904,636.587923107,1028.93625351,639.01805676,636.889414178,642.71798812,841.001181615,636.52558102,1217.81577359,773.239113147,208.764614773,638.841697726,639.176444488,870.946974295,636.658099786,849.026169214,647.070826255,850.554942564,644.097829604,320.826514212,627.417371516,850.507918618,1234.85021186,356.583182127,654.78828034,634.976593579,632.513582754,1165.59944065,633.253843786,646.150157614,846.288174522,631.88045853,640.511412486,212.168476123,1218.97399042,1222.64923093,212.678946243,448.051010801,855.52943957,642.85527895,208.988402548,638.774382717,630.51116393,1221.8864579,710.478569538,852.857148453,1222.70118585,646.428472621,634.495038903,1234.22403187,636.370275152,310.53902422,630.223113099,849.491296469,1219.57458841,637.418843488,969.968938158,633.212085734,637.162151514,635.104728177,860.829024412,647.200462196,1165.06878282,633.400132341,1219.41094512,635.37004117,843.667277729,639.593987317,468.633549192,848.176308751,639.01763729,399.656577856,651.526660834,405.488283347,1173.45394476,633.004447894,640.971670134,731.093736485,454.163337659,630.84163927,634.516485994,845.473560303,635.786754202,634.877732991,642.685540838,633.437313793,862.049663315,872.690569264,644.246343706,1028.23817367,1219.27384037,850.924285975,636.447811465,640.738710428,635.577803491,632.598660942,635.482698315,835.751246674,640.069087947,209.428911047,1240.95134542,848.985661416,641.357361388
hokkaido_oshima--watashima__mori-kana__mori,42.0666666667,140.588333333,943.642687059,715.124183341,1298.4975371,717.306625055,929.37663814,715.144356428,711.628871653,1109.7271124,713.405749814,711.610416242,717.441061499,923.746667429,712.606941359,1296.9845939,853.811011537,126.032223924,713.395156467,713.558509362,953.559015508,711.138446009,931.769882981,721.778731295,933.295875428,718.877794148,238.464433883,701.681412674,933.252668092,1314.50381229,422.359840657,730.637817333,710.352054178,707.500585258,1244.98174594,707.92675847,720.707161649,929.031528924,706.488669324,715.385332593,129.459779633,1298.12120418,1301.74631811,130.016872482,370.455418272,938.263499464,717.845586499,126.315573812,712.93454595,705.230816392,1301.01678137,788.252404235,935.5984625,1301.79354234,721.272519191,708.854485437,1313.14370479,711.696831537,237.858915788,704.826318295,932.236866625,1298.8005508,713.071301404,1051.66622769,707.853087299,711.968429891,709.597932495,943.569964816,722.029121287,1244.46230718,708.075554599,1298.55895442,709.670129133,926.406253366,714.287269962,549.483351139,930.921342738,713.277441349,479.484987216,726.130249159,485.526650662,1252.70816003,707.476529829,716.719849318,810.268590038,534.129252549,704.880244234,708.793679827,928.20891785,709.91171066,708.796584891,717.541978703,708.207803278,944.775333479,955.209914047,718.831358615,1109.03576354,1298.42863377,933.667778702,710.900773789,715.478031103,710.493701442,707.304926444,710.387358937,918.489516889,714.653196078,126.689843252,1320.79900976,931.730310513,716.024564586
hokkaido_oshima--watashima__moth-beak-kana__gabino____2003-03-19,41.7983333333,140.95,934.990135841,689.531740083,1300.79411773,692.13204082,919.635449721,689.760043193,686.565697513,1108.87968392,687.739241289,686.250116509,692.068439009,914.108286121,688.563971213,1299.23613349,835.618688171,143.301553634,687.877806436,687.886596349,946.302961771,685.56063069,921.973164534,696.38177848,924.235827995,693.554008458,247.794463082,675.934079912,923.529564893,1315.89760599,391.931119703,706.316033831,685.611026593,682.396987914,1246.87744819,682.531550786,695.175314053,919.215628292,681.038073314,690.156892409,147.13124622,1300.40915368,1304.11811452,144.149683747,366.822111783,929.432549428,692.719723306,144.665438893,687.067501843,679.885124453,1303.33268119,765.938564896,925.67241069,1304.17328652,696.002183074,683.173968621,1315.808161,686.905307422,227.803565356,679.375335864,922.601149012,1300.95419881,688.594569231,1048.47070771,682.428939209,686.68572289,684.035504256,933.619650675,696.74273651,1246.33849542,682.682268311,1300.84545998,683.934754536,917.430348416,688.89501437,532.589620139,921.620028328,687.497460483,461.045911129,700.62777451,467.404543885,1254.82400712,681.900350252,692.329395538,789.793822258,515.659557215,678.926817662,683.040161853,918.078533168,684.021206078,682.729513619,692.292092137,682.901392354,936.14347095,948.637586647,693.329412017,1108.17327433,1300.70366754,923.855465107,685.298916074,690.125083163,685.3162765,681.9417798,685.199735472,908.462288266,689.160553674,143.692280782,1321.83091578,922.000380912,690.604235392
hokkaido_oshima--watashima__onuma-kana__oonuma,41.9766666667,140.715,940.751187806,706.399576578,1299.41486081,708.724541432,926.109609035,706.490457807,703.083132197,1109.54022503,704.655538456,702.963746703,708.791732475,920.513524149,704.408030142,1297.88629782,847.640011007,130.408653187,704.695609105,704.806501775,951.147506024,702.41777031,928.48439917,713.122254525,930.262685682,710.245429645,240.589858331,692.900667117,929.992690675,1315.11363503,411.892801527,722.349019464,701.91539504,698.940006599,1245.75494183,699.267255511,712.004576988,925.738872094,697.809972097,706.784448795,134.020963432,1299.0355243,1302.68981157,133.255778461,368.38772913,935.309783085,709.280196534,131.10476018,704.116095215,696.587407676,1301.94102957,780.661193477,932.269598985,1302.73976545,712.658934026,700.098328928,1314.18885732,703.243384462,233.329143317,696.147045125,929.006548297,1299.66892308,704.725161652,1050.66469727,699.183735848,703.348210997,700.882078492,940.234551234,713.410277977,1245.22874647,699.416743833,1299.47283245,700.895554581,923.400287072,705.630449237,543.642722161,927.805098887,704.488652372,473.076246318,717.439021218,479.229289698,1253.55781761,698.755445492,708.404012798,803.309120097,527.746118108,696.030363588,700.012714047,924.808533395,701.084510752,699.909128895,708.93437365,699.578533178,941.891160824,953.032761728,710.13845224,1108.84360065,1299.3385643,930.377384316,702.171869686,706.834874735,701.908851382,698.656146188,701.799016468,915.122203527,705.962369584,130.971769039,1321.28554666,928.467658934,707.358660319
hokkaido_oshima--watashima__oshamanbe-kana__oshamanbe,42.5233333333,140.381666667,978.795943366,764.10444884,1321.66349207,766.027815598,965.583249981,763.997393198,760.287660664,1136.6499253,762.432941489,760.452807649,766.284276595,959.867348441,760.617398232,1320.20354589,897.423018719,98.2573725892,762.331626676,762.588805964,987.347556736,760.114337339,968.024078785,770.631950115,968.854889547,767.689318051,212.653405064,750.770812279,969.435403302,1338.6667616,474.21876741,778.805011518,758.81087656,756.189447189,1268.67250386,756.794872101,769.644210956,965.308554534,755.392363472,764.142091297,100.646252027,1321.297429,1324.82277399,106.06571432,356.995326082,973.596283832,766.535932353,96.9694599347,762.083327885,754.071748733,1324.15758016,835.005006893,971.966523789,1324.86091844,770.048332151,757.895313086,1335.87278185,760.185749471,236.385223199,753.732199792,968.339637173,1322.12797328,761.35943449,1081.18007286,756.739009357,760.762676308,758.566225191,979.946659649,770.813974429,1268.17576225,756.942316263,1321.7362492,758.743210795,961.898381268,763.146169978,592.769432474,966.712416975,762.373412836,524.192000011,775.043300165,529.977858364,1276.13988376,756.455629579,764.948358671,855.676811499,578.655477535,754.08974589,757.878706112,964.780200819,759.077926254,758.069555338,766.309471041,757.021073855,979.906811968,988.32480251,767.752247663,1135.97598932,1321.61909761,969.933147015,759.891556074,764.311415397,759.224696463,756.154114403,759.124788002,954.982508559,763.573142067,99.1985445718,1345.35862568,967.922159864,764.898683635
