station_id,station_latitude,station_longitude,"(35.6436746642265, 139.668220854814)","(34.8299255519268, 134.67307503026)","(35.6686002312873, 139.763042710922)","(33.576378885814, 130.339313030944)","(35.7049600607628, 139.828642317999)","(34.3921061951814, 132.461913549062)","(35.7504730896129, 139.668412382952)","(34.8446959955273, 135.200009648607)","(34.6695141138059, 135.501425073088)","(35.6592135750057, 139.699736413293)","(34.9761959856874, 138.395167116889)","(34.7833546642214, 135.626893879107)","(35.1435065774705, 138.824720764706)","(35.7113526946999, 139.782683762559)","(35.6707278552571, 139.824575523243)","(33.5898057431799, 130.400170103423)","(35.6913840261435, 139.701256018243)","(34.6921090191178, 135.19169838649)","(34.721643852576, 137.738944248312)","(34.7008890686831, 135.523532507624)","(34.5429737840978, 135.483425913341)","(34.7628842428802, 135.351271325934)","(34.6642578923122, 135.097043633343)","(35.7704936763352, 139.725523823653)","(35.7045268734617, 139.746450221751)","(35.7033806289694, 139.660343438851)","(35.5127621813484, 139.495732838814)","(43.0550467342327, 141.353236099251)","(33.5938114369172, 130.407306147911)","(38.2609292213358, 140.879943773246)","(34.6864822282026, 135.504173905849)","(35.6957799197548, 139.768452660487)","(37.9141796404018, 139.060023533565)","(35.7300682724374, 139.711742036854)","(43.0626508559011, 141.35141885084)","(34.4896774918856, 133.362129875602)","(35.6661365113171, 139.733978129589)","(35.6825041877889, 139.773619351768)","(43.1298785546459, 143.714585146618)","(35.5496703891492, 139.448494440035)","(34.7491925683586, 135.410836568174)","(34.6463123135796, 135.513197204085)","(33.5568813625172, 130.415134494467)","(43.7680334140293, 142.359663830444)","(35.6641613578352, 139.540968681458)","(34.6633947065657, 134.967793581374)","(38.2637658039492, 140.870328746743)","(33.586969256765, 130.392800598517)","(34.7015189521487, 135.498858596496)","(35.6371829456301, 139.737998019487)","(34.405829139868, 132.453737641663)","(35.6467447985159, 139.707924045163)","(43.0981588902961, 141.351928620239)","(37.9224038247084, 139.04490438335)","(34.8483344010984, 135.617700846468)","(43.0393556174936, 141.42905073338)","(33.3116451885167, 130.518556071422)","(35.6772067238161, 139.373869598931)","(35.68858932521, 139.731970982304)","(35.6284593898344, 139.778927275065)","(35.7554126329199, 139.808819886617)","(34.4438143992744, 135.359104867502)","(33.5893363895301, 130.418461937543)","(33.8815002311681, 130.887364287386)","(35.6482309999929, 139.369090338226)","(43.0171684632422, 141.364464259678)","(35.7124105538004, 139.706563865451)","(33.5797340853351, 130.401762444701)","(33.8618400940539, 130.751425402895)","(35.7034722044097, 139.470149586499)","(34.7528255827152, 134.84764167701)","(37.9098086109062, 139.062169682261)","(35.7316384246169, 139.558725129422)","(34.6649455287861, 135.530684753628)","(34.7526220020618, 135.495215366821)","(35.7329919391343, 139.733984177229)","(35.7712603764982, 139.691129568101)","(34.8128200803455, 135.567196195081)","(35.6065644629997, 139.722434229872)","(38.2211741466384, 140.864111861762)","(34.6188256463165, 135.511015877611)","(37.4475520983702, 138.841401954853)","(34.8285115727567, 138.194795335294)","(35.7487613697795, 139.333801249646)","(41.7867642774289, 140.743511351584)","(34.6961072081487, 135.484354119315)","(35.6754199339039, 139.658380363957)","(35.6631812401236, 139.671710927319)","(34.6541547389256, 135.59431702676)","(42.9426007881073, 141.381244720474)","(35.700459562678, 139.701280416651)","(37.9218089873865, 139.111617459975)","(43.7748457584393, 142.37740311615)","(35.6674650422837, 139.712665228437)","(34.6575376688925, 135.465790031662)","(38.586508041042, 140.941775545589)","(35.0169242595713, 138.483531738964)","(34.7013913398396, 135.553402986219)","(38.3305179893434, 141.021907735053)","(43.0710451863794, 141.309260567281)","(35.6273684971615, 139.684337716716)","(34.7168187850391, 135.252629859974)","(35.6373649334246, 139.593794420619)","(38.3282072863035, 140.873967041258)","(35.6500406201583, 139.633061874363)","(35.6572000631066, 139.437613780568)","(33.5690428275857, 130.610252475554)","(35.6066348830337, 139.668428354733)","(37.8968937017632, 139.038831703075)","(35.7019030598891, 139.52388554909)","(37.8697297318579, 138.971622613575)","(34.89895181957, 138.344235678092)","(35.6245326769377, 139.421325138687)","(38.2680706340227, 140.883916167353)","(35.7563293056277, 139.554190917653)","(37.1397777679231, 138.251520899663)","(35.6194544011121, 139.704180393047)","(35.6198993105808, 139.633401431252)","(34.9345598371853, 139.096332944694)","(34.3874999304076, 132.661308799626)","(34.8192452150664, 135.455217027399)","(35.2286300184325, 138.616270553172)","(37.838267244892, 139.104301421225)","(33.459353333184, 130.501845827137)","(34.5343100355169, 135.574890561587)","(37.5704782355036, 138.873286079977)","(33.6253345645257, 130.431896363042)","(43.4737679144369, 142.121081840925)","(37.9496613371687, 139.320881857858)"
hokkaido_okhotsk__uto-lu-kana__utoran,44.0516666667,144.981666667,1037.83832861,1352.68228298,1031.80266139,1718.38218333,1025.70853012,1519.45400363,1027.04273328,1322.3030572,1321.91109076,1035.09396029,1154.95306796,1304.96809354,1120.73852162,1026.74613719,1029.33264947,1713.43472653,1031.78303364,1336.40376252,1208.10716514,1317.89918074,1334.35269709,1321.46839287,1344.01412718,1022.88082009,1028.77536619,1032.09946624,1057.53504907,313.374202465,1712.65783975,729.216271981,1320.22778039,1028.84864944,843.826965368,1027.48091962,313.197096706,1457.38541866,1033.12437532,1030.00396332,144.768231027,1055.61288914,1319.51594196,1323.39488804,1715.1573023,212.95417539,1040.56351321,1351.11759982,729.315612541,1714.13169896,1319.14664542,1035.90956308,1518.80996684,1036.05227568,311.716146523,843.822419521,1299.56805734,308.318324595,1728.68175242,1045.69297284,1030.92508555,1035.29138703,1021.31839614,1349.90831485,1712.31372124,1658.97797427,1048.78098572,314.12559586,1029.45912165,1714.1501503,1669.15917813,1039.32482513,1349.77027644,844.121777684,1033.09604095,1320.78196709,1314.71597995,1026.35709901,1024.09120957,1305.45548354,1039.58652303,733.780085427,1326.00583854,897.598734802,1177.93363858,1040.11161588,427.746613573,1320.40441493,1034.99715224,1035.73589251,1318.41737929,316.164269392,1030.86437591,840.578364265,211.421998694,1033.77903501,1324.88004479,694.627947373,1147.24778907,1316.27716987,716.752231399,316.04651514,1038.88841952,1330.90463279,1041.26439436,722.798235904,1038.50916127,1045.22455266,1701.85565339,1041.57753983,846.461992326,1037.41802156,852.288330626,1164.70201769,1049.13217802,728.351993558,1030.78631318,955.112394512,1038.95434888,1041.54163712,1131.00758559,1507.76225099,1310.83412323,1120.82733022,848.632553825,1717.6281547,1330.35563425,884.663182909,1708.54535094,239.116079479,827.805082336
hokkaido_okhotsk__yamaen-kana__yamazono,43.7433333333,144.336666667,983.984828242,1292.0871649,978.160168447,1656.44792616,972.188624761,1457.86991073,973.043843306,1262.13023965,1262.16525831,981.300210731,1099.08649924,1245.25214971,1065.55464991,973.096552708,975.848778118,1651.50960893,977.949351503,1276.34395019,1151.32076813,1258.14904421,1274.69510613,1261.49960947,1283.89096676,969.001165681,975.040611557,978.144529466,1003.42404922,253.482226376,1650.73326299,674.570736848,1260.47043839,975.183172771,785.198353793,973.621298394,253.354817087,1396.16358134,979.409660051,976.370122554,84.7447090414,1001.33660338,1259.61507338,1263.68036299,1653.24273552,159.236971827,986.361136369,1290.88219919,674.632349468,1652.2057322,1259.37139725,982.244633681,1457.21722729,982.296567609,252.098666232,785.153125929,1239.78733767,248.206957389,1666.85168419,991.064471916,977.174547919,981.744957878,967.676875166,1290.2087511,1650.39242293,1597.08756118,994.180142574,253.991322661,975.610357216,1652.22762577,1607.24385929,984.894148069,1289.36769521,785.503932372,978.845962977,1261.06932148,1254.89432978,972.550968161,970.121877719,1245.65443377,985.922730979,679.162175293,1266.31227567,839.272423143,1121.8534668,985.290346313,365.643767368,1260.61932304,981.075356866,981.864818476,1258.77860418,255.604207667,977.018355759,782.034386662,157.814686859,980.007379976,1265.10881205,639.51124462,1091.50840811,1256.55659697,662.4474371,256.326283088,985.09831532,1270.88101181,987.230585668,667.995813357,984.557439028,990.77719133,1639.98075233,987.77471593,787.820941498,983.121892642,793.566188762,1108.8276026,994.689305155,673.705218672,976.491085086,896.20951194,985.225990272,987.631611597,1076.68833875,1446.25969684,1250.91809302,1065.09764708,790.205461782,1655.75592826,1270.79915195,826.21306545,1646.61864731,181.352066402,769.62614647
hokkaido_okhotsk__yubetsu-katakana__yubetsu,44.2133333333,143.618333333,1009.32171258,1293.23523694,1004.02384839,1645.57209053,998.365395138,1451.52434526,998.072099109,1265.64741867,1267.7675925,1006.79102207,1118.79416664,1251.0327608,1087.23648217,998.963380512,1002.09573086,1640.78675646,1003.3574662,1280.40144919,1168.17341524,1263.74067282,1280.67531184,1266.04065604,1287.61274485,994.334123693,1000.69707966,1003.25930058,1028.06157668,223.53165436,1640.01993474,699.676942147,1266.02309871,1001.00401927,797.28099368,998.984112485,223.157205791,1392.99672793,1005.09673647,1002.2613527,120.628135226,1025.57458403,1264.48988132,1269.42433088,1642.6835351,112.438491206,1010.83901799,1294.01091249,699.642089574,1641.46852582,1264.84295382,1008.03909637,1450.7883727,1007.87453334,220.842861987,797.079192805,1245.27945378,219.607587069,1657.47602456,1014.45695072,1002.78491754,1007.82171753,993.584425634,1295.96164953,1639.73138486,1586.96213326,1017.63098251,225.293909368,1000.99142616,1641.54504573,1596.72925202,1008.81007724,1291.6063042,797.626096167,1003.23532842,1266.8280179,1260.15801102,998.046543141,995.233533186,1251.03706201,1011.70562644,704.301868654,1272.14681525,852.188315261,1140.88452023,1008.21111821,357.191652478,1266.04185834,1006.25885623,1007.16764261,1264.88122598,229.29591817,1002.40047397,794.459260762,110.822552804,1005.5561473,1270.58588745,663.695054971,1111.59578616,1262.28915334,688.50685026,225.416487054,1010.58309198,1275.13082502,1012.11830839,692.754395863,1009.65495283,1014.62853483,1630.02605127,1013.218664,799.840123958,1007.38038901,805.237401631,1128.48276584,1018.53694144,698.815229651,1000.77782956,906.634836263,1010.85788629,1012.81810284,1100.55525343,1440.69735642,1255.74006067,1085.2983556,803.021517481,1645.82013587,1277.24519012,838.739408042,1635.87634277,145.767889632,783.477458522
hokkaido_hidaka__asahi-kana__asahi,42.6283333333,142.393333333,810.301576659,1094.44469668,805.300541999,1455.72395384,799.831654705,1257.67881491,798.915780478,1065.74649202,1067.08276601,807.858334575,917.437472032,1050.2815906,886.499309321,800.253909729,803.59277673,1450.79212024,804.388409146,1080.28753557,966.25213797,1063.05772404,1079.87175539,1065.73331406,1087.63729762,795.345690132,801.867857531,804.136339994,828.646627615,97.3479643122,1450.01618192,501.652709242,1065.35424908,802.264212306,595.17864659,800.000896337,97.8867734622,1196.8011983,806.273928666,803.557516102,121.476105043,825.971945685,1064.05815747,1068.69305487,1452.53349885,126.64637169,811.379950865,1094.28800131,501.55683989,1451.48761124,1064.20110272,809.268186234,1257.0089066,808.986201825,99.8336945842,594.981347927,1044.62207295,91.106821275,1466.23314967,814.489985775,803.925791964,809.208233237,794.910679049,1095.23835551,1449.67783614,1396.40075405,817.68405946,94.5752580107,802.013345981,1451.51208611,1406.5343327,809.088335104,1092.28265058,595.522817816,803.748488079,1066.09079101,1059.58578379,799.136433768,796.126721391,1050.41963169,812.91987156,506.271395041,1071.38693356,650.078847117,939.352459398,808.053604147,165.22420454,1065.41727261,807.165049765,808.134325492,1064.03218886,89.8704605039,803.419758347,592.350736787,127.380288864,806.657376514,1069.94461548,465.316997338,910.344234093,1061.55862958,491.188906681,101.343474922,811.6386421,1074.93907613,812.860114691,494.552460049,810.509183301,814.866331034,1439.30946359,814.246594092,597.73981549,807.822314142,603.150928749,927.105826997,818.765924325,500.798609636,801.246382832,704.680622883,811.991885262,813.711606653,900.658538576,1246.23904961,1055.3237082,884.100266507,600.912504764,1455.08733049,1076.29490247,636.631986233,1445.9000168,96.5060022198,581.40497857
hokkaido_hidaka__erimo-misaki-kana__ermomisaki,41.925,143.243333333,763.168457272,1085.64307568,757.306080626,1464.0482191,751.319061549,1259.89250048,752.260608642,1053.30187908,1051.30865576,760.47161554,879.44004399,1034.28842999,845.336268527,752.243178124,754.975812819,1458.90255818,757.128395778,1066.92022098,932.783349936,1047.31621658,1063.44844215,1051.65584925,1074.77352129,748.189194998,754.200849022,757.350725276,782.674735361,199.748344037,1458.1152714,453.980118575,1049.66594269,754.332269725,571.006718889,752.805395506,200.388812658,1194.33214866,758.566810313,755.514702522,139.329565694,780.64087251,1049.45539542,1052.68723178,1460.38582037,217.107070468,765.638730516,1082.3388549,454.060573182,1459.61713905,1048.64651684,761.394088952,1259.35578311,761.460993795,202.83336209,571.092332868,1029.11241269,193.83655081,1472.21683073,770.514263058,756.337690228,760.878745071,746.822014706,1079.11997366,1457.69818172,1403.8279191,773.617127175,196.441492798,754.792329539,1459.55777926,1414.51552097,764.255486632,1081.75693312,571.277347933,758.138810779,1050.07141748,1044.38083586,751.724104445,749.330902759,1035.06154371,765.072242457,458.559182658,1055.22675477,624.077958529,902.42760915,764.839078097,208.138408445,1049.93606099,760.273905246,761.052033999,1047.47274305,190.398446291,756.199868104,567.583755876,217.343303547,759.174540747,1054.35896304,419.195385562,871.74022661,1045.59828455,441.711780367,203.663083336,764.269304169,1061.28770033,766.457869736,447.486188797,763.763408164,770.146010212,1446.28980365,766.948353541,573.663179364,762.431392048,579.658521214,889.188924393,774.056681366,453.115016215,755.799567739,682.692759238,764.385831132,766.827985237,856.015224551,1247.28529403,1040.84099064,845.319919185,575.384717908,1461.97371288,1059.14416845,611.394233432,1454.06084463,195.074570073,554.13968873
hokkaido_hidaka__hidaka-kana__hidaka,42.8766666667,142.441666667,837.790960614,1118.14233351,832.830866531,1476.49046513,827.386355896,1279.60301037,826.38667993,1089.95449806,1091.71250586,835.360331614,944.33863893,1074.94973356,913.628835532,827.786640078,831.15072985,1471.59911646,831.885767127,1104.60482815,992.777878862,1087.68615298,1104.57283333,1090.15148507,1111.88444576,822.841469024,829.384691126,831.611540354,856.073149535,90.9843306669,1470.82560551,529.314911578,1089.97455152,829.792776637,621.211709007,827.496816959,91.311112895,1219.50503759,833.791070987,831.090560252,107.53272926,853.366765691,1088.54391302,1093.35027497,1473.38503819,99.2530859514,838.801307489,1118.41091027,529.213118452,1472.29085735,1088.80563549,836.791828274,1278.91184437,836.494161568,92.2189517461,620.988116925,1069.2345642,84.5788782394,1487.40268643,841.817002679,831.438348025,836.752001026,822.448636241,1119.89214843,1470.50133528,1417.35846194,845.014746657,89.2859200047,829.509735124,1472.33011308,1427.38900686,836.463756955,1116.21725548,621.562226566,831.166155591,1090.75141657,1084.15003573,826.642642543,823.605332567,1075.00928048,840.441114661,533.931861608,1096.06133069,676.203601502,966.16477805,835.340863246,185.049152252,1090.01188337,834.64416283,835.622092233,1088.76027731,86.9030826876,830.915598752,618.443595731,99.9229070637,834.164197396,1094.54912182,492.952809753,937.291798174,1086.2150447,518.913707251,94.8661228601,839.138536257,1099.29652199,840.313689086,522.198792156,837.980186184,842.233457372,1460.32084817,841.742302478,623.759899676,835.22724618,629.107121081,953.996767641,846.130891323,528.461755971,828.656771924,730.345764415,839.502512393,841.188035002,927.989548075,1268.35949554,1079.80044173,911.072352685,627.062025542,1476.10651821,1101.08667724,662.703885826,1466.70080057,71.2730822292,607.737748338
hokkaido_hidaka__hidetaka-tadashi-kana__hidaka-monbets,42.4966666667,142.053333333,788.204611249,1065.32586361,783.418911884,1424.92443015,778.08628305,1227.38231164,776.73034118,1037.09000854,1038.86358704,785.826507351,893.144150347,1022.10519404,862.916339747,778.386990715,781.864483443,1420.00743751,782.333890732,1051.73921396,941.003210418,1034.83713277,1051.73201659,1037.28795536,1059.01918773,773.286079235,779.915369488,781.970435051,806.240723524,84.4400144695,1419.23238579,480.768881875,1037.1246861,780.374112955,568.982411021,777.940468003,85.1603637761,1166.95237894,784.32161031,781.691182895,152.99475085,803.423443319,1035.68351622,1040.50430874,1421.76549977,143.424919727,788.955376137,1065.5497391,480.630179571,1420.70155046,1035.95423901,787.349380607,1226.70145726,786.984876743,88.0750192131,568.737024502,1016.38409459,79.0261515224,1435.59109167,791.65603277,781.950122636,787.398686879,773.074052231,1067.0455651,1418.89927416,1365.67226235,794.86427816,80.7668569384,779.954649978,1420.73151909,1375.76660833,786.459718009,1063.37020943,569.338206359,781.309341551,1037.90585968,1031.29510702,777.129249432,773.98033247,1022.15660848,790.987098072,485.370355528,1043.21732211,624.043516059,914.811268835,785.062077467,133.945254898,1037.15955066,785.017589852,786.029891573,1035.92319774,74.0577204813,781.357800285,566.266576818,144.426592052,784.650891281,1041.69767847,444.285142364,886.18575884,1033.36905343,470.819080293,88.1936574591,789.594779799,1046.43136367,790.586162879,473.562183504,788.320557985,792.200294377,1408.60287338,792.180478864,571.519234245,785.324237503,576.81391569,902.782088874,796.089532168,479.922541515,778.774908315,677.841165718,790.003488897,791.548750489,877.81928571,1216.04633089,1026.93958405,860.018863274,574.934713406,1424.38413078,1048.25888017,610.499545066,1415.11293618,108.689107363,555.801724208
hokkaido_hidaka__hiratake-kana__biratri____2004-10-11,42.6066666667,142.146666667,802.071586842,1079.63375883,797.246887002,1438.66743159,791.888957109,1241.38582205,790.612290129,1051.45604506,1053.26416824,799.681729142,907.351084269,1036.50834745,877.026642194,792.211977773,795.664240976,1433.76018435,796.192961758,1066.11533467,955.316865136,1049.23765251,1066.13701989,1051.67285299,1073.38879485,787.14551607,793.755974001,795.849249668,820.162587377,81.7901511854,1432.98571541,494.371064817,1051.52465257,794.20344183,583.363929422,791.800331747,82.4213467721,1181.10620129,798.162450709,795.516267071,140.68696126,817.369362509,1050.07381141,1054.90666078,1435.52892006,130.18018006,802.879509085,1079.90702818,494.241098475,1434.45339649,1050.35315181,801.184342313,1240.70057078,800.834699413,84.8565468426,583.121577319,1030.78367132,75.8553540808,1449.42907324,805.648521146,795.795030876,801.213743298,786.893176488,1081.44754261,1432.65598139,1379.46091497,808.854626056,78.5644285538,793.814325094,1434.48691435,1389.53077076,800.418170014,1077.70700802,583.718984805,795.235543376,1052.30844367,1045.69125096,790.979533128,787.855229715,1036.55459205,804.824805099,498.976920926,1057.62074025,638.415694549,929.048846696,799.079525417,147.392137119,1051.55777796,798.893326066,799.898066883,1050.3298819,72.9141375058,795.218141136,580.640549729,131.128723764,798.501501633,1056.09655304,457.910178048,900.375382647,1047.77139717,484.311684938,85.7208896265,803.452375158,1060.81106384,804.484399419,487.184724316,802.203739498,806.165268169,1422.40414577,806.042195568,585.90237218,799.260685114,591.204243814,916.993068558,810.056421752,493.522973772,792.706479174,692.255954665,803.851167135,805.427579279,891.81651453,1230.08977218,1041.32924308,874.197686194,589.301394676,1438.18722476,1062.66901047,624.877985397,1428.86418831,96.3518880036,570.137528176
hokkaido_hidaka__horoman-kana__holomann,42.0766666667,143.035,771.443900345,1085.09897242,765.787422384,1459.8144978,759.921109636,1256.94006644,760.402769809,1053.57672147,1052.35921964,768.80634326,885.615685245,1035.37524601,852.244560611,760.72172173,763.608749228,1454.71495658,765.427188805,1067.42187648,937.920544341,1048.35566653,1064.66143227,1052.31008599,1075.16440687,756.450054495,762.596678914,765.532190135,790.688295626,175.726074799,1453.92987967,461.707128046,1050.69499512,762.794073407,573.295225895,761.082297019,176.360065706,1192.40924369,766.978492465,764.005646123,129.606926078,788.493511746,1050.23041073,1053.79323237,1456.25745042,195.816683104,773.572859173,1082.52302449,461.742788646,1455.42553802,1049.64338803,769.851002421,1256.37260575,769.831403204,178.773669046,573.313104047,1030.08137561,169.787595427,1468.51828494,778.019156241,764.716826246,769.448084954,755.312505777,1080.27466637,1453.53045632,1399.76889082,781.148676375,172.45416158,763.078275861,1455.38516414,1410.33609468,771.963301531,1081.60963545,573.584293433,766.030212111,1051.17831892,1045.29216997,760.053331181,757.503877531,1036.00040883,773.527454762,466.31297698,1056.37109094,626.942475919,908.367881758,772.148721482,192.756605465,1050.91689067,768.485483585,769.312042618,1048.703876,166.505369861,764.487449389,570.005691596,196.141001305,767.53137482,1055.3680694,426.385843448,878.054727597,1046.68745484,449.855991825,179.65004994,772.604786106,1061.85081454,774.556639217,455.033864183,771.943651225,777.834023273,1442.35278385,775.26975065,575.936239166,770.274580061,581.807913706,895.355622098,781.747191671,460.841656318,763.647467548,684.723789711,772.780187394,775.046460931,863.788342031,1244.5917229,1041.58035517,851.647029791,578.011688761,1458.06533604,1060.52397071,614.044938904,1449.85957206,172.280264541,557.125778266
hokkaido_hidaka__meguro-katakana__megro,42.1266666667,143.313333333,785.918309945,1105.37229674,780.092702631,1481.72922215,774.126286375,1278.3362586,774.984753772,1073.42457251,1071.78508787,783.23216297,901.725121239,1054.77977448,867.802928046,775.028979634,777.78854204,1476.61213863,779.882147649,1087.14936038,954.777664976,1067.78745986,1083.99718531,1071.95403739,1094.9518239,770.935341255,776.972044245,780.082660203,805.376190385,191.092275354,1475.82620202,476.584521895,1070.13272728,777.115247509,591.950234628,775.554824871,191.666470158,1213.35044297,781.341135689,778.302900334,116.201042443,803.310317769,1069.80832508,1073.18826706,1478.13224832,198.253797584,788.323417074,1102.42072713,476.655418831,1477.3242529,1069.09893346,784.17665468,1277.78170581,784.228081096,193.761589986,592.008477973,1049.55108972,184.939272505,1490.22697446,793.110585897,779.106018894,783.680944468,769.60956731,1099.64413166,1475.42008663,1421.61539311,796.219398133,188.1117577,777.543561398,1477.2767033,1432.22873271,786.894194755,1101.6803813,592.228350172,780.814457246,1070.57267953,1064.79478883,774.483067765,772.060682408,1055.48718901,787.854740131,481.170217467,1075.7448456,645.258261333,924.650953631,787.392226255,216.366176338,1070.38142056,783.01169397,783.798892769,1068.02838847,182.776021246,778.951495634,588.580047011,198.386801862,781.939021312,1074.81719444,441.671492925,894.061164362,1066.09142393,464.399160883,195.07247419,787.030236819,1081.54478261,789.174707849,470.050377624,786.495546688,792.78103614,1464.1538111,789.706890823,594.601024739,785.097658122,600.547440755,911.472293362,796.692507143,475.719159694,778.466305235,703.551390312,787.157423237,789.567500703,878.673294132,1265.87716019,1061.17719752,867.642263984,596.463704413,1479.85578594,1079.76516861,632.489504832,1471.7617594,178.620300365,575.352745765
hokkaido_hidaka__mitsuishi-kana__mitsushishi,42.245,142.661666667,777.290944696,1077.20938762,771.965166047,1446.35986439,766.297514446,1245.42463641,766.061988736,1046.92039843,1046.8510514,774.750317093,888.038488021,1029.93766532,855.842878157,766.90408901,770.026806089,1441.32810008,771.321158445,1061.08704269,938.685600539,1042.83493782,1059.38235443,1046.21517084,1068.65882038,762.301061013,768.646803194,771.243376974,796.095091861,140.030001182,1440.54652321,467.607309177,1045.15655975,768.946655943,570.493269758,766.949923356,140.683067817,1182.42329195,773.045562818,770.201506508,130.79700946,793.653980464,1044.31617032,1048.36587718,1442.95393647,170.980047255,778.885445184,1075.70588472,467.574077642,1442.03267762,1044.05828002,775.98353762,1244.81338605,775.829163653,143.207130622,570.409618327,1024.47442404,134.182702387,1455.82032675,782.658333078,770.737179376,775.75665701,761.523222321,1074.89440801,1440.17235306,1386.59115269,785.823718588,136.671163754,768.956416489,1442.01926065,1396.98208614,776.927505021,1074.30557372,570.809009597,771.289750223,1045.75484943,1039.58460001,766.004263532,763.216248526,1030.34287618,779.650953392,472.232135159,1050.99810179,624.842548957,910.398963615,776.496069144,166.830097159,1045.3067631,774.238305568,775.138787454,1043.46718097,130.57094241,770.365629516,567.414656939,171.527559616,773.512020104,1049.79551939,431.651099424,880.701379398,1041.24209474,456.455439257,143.927047749,778.54330586,1055.61204227,780.12337404,460.691980445,777.641658386,782.757269434,1429.32766558,781.181719146,573.102449249,775.451760478,578.769876187,897.751498357,786.66755897,466.745478258,768.843743413,681.228174436,778.810126181,780.798571429,868.709415033,1233.45655135,1035.62187741,854.350900288,575.701809971,1445.07355613,1055.4965983,611.66033267,1436.45558083,143.474421297,555.425868036
hokkaido_hidaka__naka-usui-kana__nakakineus,42.2233333333,142.948333333,783.680847959,1091.71603844,778.142133778,1463.73933937,772.34553967,1261.83055864,772.568908526,1060.758293,1060.05933291,781.077655239,896.595367981,1043.10442664,863.66761116,773.076832901,776.04898036,1458.6743737,777.679610017,1074.75169235,948.257699125,1056.04958268,1072.46556044,1059.7464062,1082.41769336,768.68468598,774.904712063,777.718477015,802.769947769,160.1548866,1457.89104549,473.83686332,1058.38132707,775.139005308,582.050707974,773.32411112,160.758536011,1198.04346772,779.293714294,776.366419665,118.68423287,800.484522042,1057.7479457,1061.52967233,1460.259853,178.191173016,785.615972687,1089.63512699,473.847472793,1459.38191183,1057.30867288,782.190474112,1261.24125891,782.1223647,163.014305977,582.025238212,1037.73399272,154.098551892,1472.83111915,789.815355347,777.014665376,781.850600519,767.676428696,1088.03584464,1457.50459401,1403.8318743,792.958939614,157.034961319,775.324391382,1459.35541358,1414.30930539,783.878140189,1088.49784331,582.351293164,778.052036082,1058.91611789,1052.90191667,772.324972764,769.688568509,1043.6312373,785.864574546,478.452715992,1064.13217132,636.019448493,919.19964858,783.834901971,188.977465315,1058.57115134,780.687597483,781.541124166,1056.52459757,151.431969583,776.733931431,578.84939717,178.536944624,779.815599944,1063.0398017,438.256781184,889.11942741,1054.41482436,462.230063999,164.1129977,784.875061364,1069.22340396,786.692689916,467.070704408,784.12674538,789.735218607,1446.49698512,787.531090024,584.679411373,782.267285272,590.46653718,906.326769301,793.648281251,472.97212568,775.645510501,693.226860686,785.083463402,787.249927542,875.70774574,1249.66948936,1049.07669778,862.728354172,586.978500775,1462.22766865,1068.43940206,622.996298018,1453.8098338,154.492561164,566.338959547
hokkaido_hidaka__namotorakuyama-kana__nemoto-toruyama____1985-10-01,42.6,142.395,807.346916865,1092.13398511,802.335810239,1453.82229362,796.860776206,1255.62015097,795.965636621,1063.36005346,1064.63211902,804.900609309,914.607058196,1047.82525609,883.623730172,797.288596932,800.621049277,1448.88500729,801.431835096,1077.88437822,963.491210816,1060.60733136,1077.40996115,1063.31504143,1085.24464626,792.389544701,798.90650306,801.185137342,825.706824736,99.05258335,1448.108748,498.654270474,1062.90507505,799.299934695,592.509926846,797.044694002,99.6091115566,1194.63323803,803.312477671,800.592109903,122.853522506,823.03947858,1061.62960643,1066.23816014,1450.62029068,129.796010361,808.44143857,1091.91396424,498.560134491,1449.58100054,1061.75436591,806.305106493,1254.953226,806.027006873,101.645086527,592.317158232,1042.17437713,92.8553853598,1464.27626163,811.572844188,800.965486656,806.240098082,791.944074791,1092.78365256,1447.76848784,1394.47377636,814.766085562,96.1897770348,799.057019725,1449.60346054,1404.62129502,806.160379712,1089.93681169,592.852994902,800.810873142,1063.63540583,1057.14528706,796.177715142,793.17473679,1047.97536433,809.957372805,503.273427563,1068.92935925,647.392942692,936.538871555,805.145230567,163.604446417,1062.97204266,804.212890164,805.180068421,1061.56642662,91.2803318356,800.463559366,589.671757539,130.528962157,803.698472448,1067.49780722,462.326517252,907.504865793,1059.10395174,488.171150629,103.042384516,808.681414337,1072.52990494,809.914032443,491.558692843,807.558957606,811.940220027,1437.3745828,811.290376831,595.07326102,804.8876217,600.495184333,924.277316473,815.840278658,497.799900424,798.310467017,702.071349852,809.032019476,810.760062353,897.740051512,1244.15303113,1052.89665406,881.25628321,598.223451435,1453.15118483,1073.81913255,633.955527301,1443.99381278,99.603261434,578.684111109
